Date,Fund_Returns,Market_Returns
2025-07-31,0.00439182276473006,0.003749818349378345
2025-08-01,-0.007842908448631876,-0.005949439161926042
2025-08-04,0.005018700301814111,0.00267078163248806
2025-08-05,0.00032637089855062223,0.003245465049286648
2025-08-06,-0.0072305811569254265,-0.006273795955252781
2025-08-07,0.020414655964353746,0.018106102472662387
2025-08-08,0.0071882174480662284,0.0049534907323616414
2025-08-11,-0.009498202629764753,-0.010780569486665736
2025-08-12,0.003924800827108461,0.006680038943430273
2025-08-13,-0.014320012013372132,-0.008733685619790097
2025-08-14,0.012848136345413052,0.007913440912870284
2025-08-15,0.013732017001170615,0.011423889662449324
2025-08-18,-0.010244844750681385,-0.007278528522904401
2025-08-19,0.015541880286889973,0.009579239251177957
2025-08-20,0.005297652446188987,0.0043766036141358235
2025-08-21,0.012901806348730515,0.008243928855045437
2025-08-22,0.020570830272546088,0.018399199478600463
2025-08-25,0.004583033281234618,-0.0018425092725033252
2025-08-26,-0.0016626899207038423,-0.006645946827543894
2025-08-27,-0.009386939664216868,-0.00792893083949738
2025-08-28,-0.004776532875131292,-0.007232492134621258
2025-08-29,0.001874203373584632,-0.0002523521979798355
2025-09-01,0.008499582829796234,0.0036997736356312256
2025-09-02,0.0004795644498571442,0.003090672780072288
2025-09-03,0.011401477852762082,0.008292337496289503
2025-09-04,0.004111722884448487,0.0005990468064843782
2025-09-05,0.010211415090497479,0.014210796513033442
2025-09-08,-0.0058349060724224334,-0.002024581536386399
2025-09-09,0.02249338041695069,0.02617937311484033
2025-09-10,0.006297506182344205,0.006388191210617513
2025-09-11,-0.006006412548355572,-0.007623187126228452
2025-09-12,-0.0057560441919278504,-0.009642792490789604
2025-09-15,0.005891063149452121,0.005035126280412466
2025-09-16,0.003449836614274249,-0.0016353343711310064
2025-09-17,0.003717283703052414,0.007222860988136611
2025-09-18,0.0001965495172756085,0.004947865710692436
2025-09-19,-0.00028908705709754554,-0.00021197806361427274
2025-09-22,-0.0069490437871555545,-0.007525258058740744
2025-09-23,-0.015205478540705926,-0.013837770348006605
2025-09-24,-0.01051006007405572,-0.003742979237528323
2025-09-25,0.009263584175126113,0.008568398450745696
2025-09-26,-0.001240540282461762,0.002499186205559098
2025-09-29,-0.01019611011799889,-0.011294934548885397
2025-09-30,0.0035975796114259434,0.0021125964105552777
2025-10-01,0.0016875117852856946,0.004117097485453128
2025-10-02,-0.010162506039658672,-0.007875477276035723
2025-10-03,-0.001095529574117367,0.001928756192615203
2025-10-06,0.0010504593018904884,0.001026211165990097
2025-10-07,-0.008228786898164668,-0.010323863680928297
2025-10-08,0.0012569619845783243,0.0038569632537755107
2025-10-09,0.008059261709069522,0.0057751061757029465
2025-10-10,0.010229962172270042,0.010710062785408774
2025-10-13,0.00909878523224795,0.010433683907525833
2025-10-14,-0.01401378391140153,-0.01254156143983095
2025-10-15,-0.012365624722852282,-0.008385423198468946
2025-10-16,0.00425231416063295,0.0053428163099826665
2025-10-17,0.002210199417684715,0.005331011380592419
2025-10-20,0.012184577140001932,0.005342933659422656
2025-10-21,0.04079930664806494,0.03688108116397463
2025-10-22,0.004372778055247446,0.005870598751693263
2025-10-23,0.013119925902002415,0.01120627719514662
2025-10-24,0.010204973321163564,0.009490659820905016
2025-10-27,0.006717443977323824,0.006631259251755902
2025-10-28,-0.0006996153635573437,-0.002502823871472158
2025-10-29,0.010917525703078227,0.007647775512539521
2025-10-30,-0.009060827473746966,-0.006826321397332931
2025-10-31,-0.003632297886549087,-0.0017615350211911956
2025-11-03,-0.005268354155105334,-0.004110063963137422
2025-11-04,-0.005756511334771982,0.0012498283748463616
2025-11-05,0.019929068278854517,0.022347658109916624
2025-11-06,-0.014460290962481363,-0.017167807135969854
2025-11-07,0.01295702264217119,0.00696073975624335
2025-11-10,-0.01690413852268466,-0.01476254213300486
2025-11-11,-0.00244642978907394,-0.003983146497543638
2025-11-12,0.012941780540677194,0.010765806439086823
2025-11-13,0.011008548158824296,0.0010835795647514673
2025-11-14,-0.007032917363803837,-0.009707540449521945
2025-11-17,-0.0071949286108278785,-0.006282794261609258
2025-11-18,0.00469694228904728,0.0068977856020492724
2025-11-19,-0.012008420738421097,-0.006425125500321821
2025-11-20,0.0035335829190905853,0.0025215318946822697
2025-11-21,-0.0012657490284395962,0.0009068038875231223
2025-11-24,-0.010609569977297256,-0.005680854073696072
2025-11-25,0.02089054817251905,0.020734557923267834
2025-11-26,0.0038252700357141764,0.006466162206214268
2025-11-27,-0.015092524838576232,-0.018659608287174168
2025-11-28,0.005357771798127052,0.0022380181467435583
2025-12-01,-0.006260878057946554,-0.005777103833830105
2025-12-02,0.014164454725127541,0.008530928380234299
2025-12-03,-0.0073509343829706066,-0.0070124266050745065
2025-12-04,-0.003262506313462683,-0.000607966989659287
2025-12-05,0.010689096449143738,0.005247871745595778
2025-12-08,0.011338943638982465,0.008656808119178254
2025-12-09,-0.015100069629045143,-0.010865544497502157
2025-12-10,-0.003433466883221937,-0.002684549106948506
2025-12-11,-0.007051673612923181,-0.00401162087983838
2025-12-12,-0.010503271695412424,-0.00569719050109067
2025-12-15,0.021910214207690078,0.017158165014934237
2025-12-16,0.010866343483224308,0.004302907950233794
2025-12-17,-0.01686787348866172,-0.01143804300696042
2025-12-18,0.011956321762370794,0.009149170654035017
